tenant_id,company_name,plan,region,industry,employee_size,csm_assigned,subscription_id,plan_sub,arr,contract_start_date,renewal_date,churned,churn_date,next_renewal_date,days_to_next_renewal,company_id,lifecycle_stage,acquisition_source,pov_started,created_at,region_crm,industry_crm,snapshot_active,churn_90d,days_to_renewal,tenure_days,days_to_renewal_<180,users_total,admins,members,read_only,events_30d,active_event_days_30d,active_users_evt_30d,event_types_used_30d,evt_license_optimization_viewed_30d,evt_license_recommendation_applied_30d,evt_policy_created_30d,evt_policy_updated_30d,evt_pp_sync_completed_30d,evt_pp_sync_started_30d,evt_report_generated_30d,evt_risky_workspace_detected_30d,evt_risky_workspace_resolved_30d,evt_sensitivity_label_applied_30d,evt_sensitivity_label_recommended_30d,events_60d,active_event_days_60d,active_users_evt_60d,event_types_used_60d,evt_license_optimization_viewed_60d,evt_license_recommendation_applied_60d,evt_policy_created_60d,evt_policy_updated_60d,evt_pp_sync_completed_60d,evt_pp_sync_started_60d,evt_report_generated_60d,evt_risky_workspace_detected_60d,evt_risky_workspace_resolved_60d,evt_sensitivity_label_applied_60d,evt_sensitivity_label_recommended_60d,events_90d,active_event_days_90d,active_users_evt_90d,event_types_used_90d,evt_license_optimization_viewed_90d,evt_license_recommendation_applied_90d,evt_policy_created_90d,evt_policy_updated_90d,evt_pp_sync_completed_90d,evt_pp_sync_started_90d,evt_report_generated_90d,evt_risky_workspace_detected_90d,evt_risky_workspace_resolved_90d,evt_sensitivity_label_applied_90d,evt_sensitivity_label_recommended_90d,cur45_events,cur45_active_users,prev45_events,prev45_active_users,trend45_total_events,trend45_active_users,cur45_events_value,cur45_active_users_value,prev45_events_value,prev45_active_users_value,trend45_value_events,trend45_active_users_value,cur45_license_optimization_viewed,prev45_license_optimization_viewed,trend45_license_optimization_viewed,cur45_license_recommendation_applied,prev45_license_recommendation_applied,trend45_license_recommendation_applied,cur45_policy_created,prev45_policy_created,trend45_policy_created,cur45_policy_updated,prev45_policy_updated,trend45_policy_updated,cur45_pp_sync_completed,prev45_pp_sync_completed,trend45_pp_sync_completed,cur45_pp_sync_started,prev45_pp_sync_started,trend45_pp_sync_started,cur45_report_generated,prev45_report_generated,trend45_report_generated,cur45_risky_workspace_detected,prev45_risky_workspace_detected,trend45_risky_workspace_detected,cur45_risky_workspace_resolved,prev45_risky_workspace_resolved,trend45_risky_workspace_resolved,cur45_sensitivity_label_applied,prev45_sensitivity_label_applied,trend45_sensitivity_label_applied,cur45_sensitivity_label_recommended,prev45_sensitivity_label_recommended,trend45_sensitivity_label_recommended,value_events_30d,other_events_30d,value_share_30d,value_events_60d,other_events_60d,value_share_60d,value_events_90d,other_events_90d,value_share_90d,crm_touches_30d,crm_touch_days_30d,crm_activity_types_30d,avg_days_to_renewal_touch_30d,positive_touches_30d,neutral_touches_30d,negative_touches_30d,no_response_touches_30d,email_sent_30d,call_completed_30d,meeting_held_30d,support_ticket_30d,qbr_completed_30d,crm_touches_60d,crm_touch_days_60d,crm_activity_types_60d,avg_days_to_renewal_touch_60d,positive_touches_60d,neutral_touches_60d,negative_touches_60d,no_response_touches_60d,email_sent_60d,call_completed_60d,meeting_held_60d,support_ticket_60d,qbr_completed_60d,crm_touches_90d,crm_touch_days_90d,crm_activity_types_90d,avg_days_to_renewal_touch_90d,positive_touches_90d,neutral_touches_90d,negative_touches_90d,no_response_touches_90d,email_sent_90d,call_completed_90d,meeting_held_90d,support_ticket_90d,qbr_completed_90d,crm_touches_180d,crm_touch_days_180d,crm_activity_types_180d,avg_days_to_renewal_touch_180d,positive_touches_180d,neutral_touches_180d,negative_touches_180d,no_response_touches_180d,email_sent_180d,call_completed_180d,meeting_held_180d,support_ticket_180d,qbr_completed_180d,last_crm_touch_date,days_since_last_crm_touch,positive_touch_rate_30d,neutral_touch_rate_30d,negative_touch_rate_30d,no_response_touch_rate_30d,positive_touch_rate_60d,neutral_touch_rate_60d,negative_touch_rate_60d,no_response_touch_rate_60d,positive_touch_rate_90d,neutral_touch_rate_90d,negative_touch_rate_90d,no_response_touch_rate_90d,active_user_rate_30d,active_user_rate_60d,active_user_rate_90d,admin_share,expansion_signal,health_score_0_100,health_segment,renewal_bucket,at_risk_flag,quiet_account_flag,expansion_candidate_flag,churn_risk_90d,risk_rank
ten_090,"Smith, Montoya and Evans",starter,EMEA,Legal,1-50,Jeffrey,sub_ten_090,starter,4066.63,2023-12-29,2024-12-28,0,,2024-12-28,181,crm_ten_090,active,inbound,0,2023-12-29,EMEA,Legal,1,0,181,184,False,3,0,2,1,368.0,22.0,3.0,11.0,56.0,19.0,30.0,53.0,33.0,36.0,23.0,33.0,12.0,45.0,28.0,730.0,46.0,3.0,11.0,89.0,60.0,50.0,89.0,55.0,74.0,61.0,57.0,54.0,70.0,71.0,1071.0,67.0,3.0,11.0,105.0,79.0,107.0,122.0,99.0,96.0,104.0,90.0,79.0,98.0,92.0,541.0,3.0,530.0,3.0,0.0207156308851224,0.0,203.0,3.0,259.0,3.0,-0.2153846153846154,0.0,76.0,29.0,1.5666666666666669,38.0,41.0,-0.0714285714285714,35.0,72.0,-0.5068493150684932,68.0,54.0,0.2545454545454545,44.0,55.0,-0.1964285714285714,56.0,40.0,0.3902439024390244,48.0,56.0,-0.1403508771929824,36.0,54.0,-0.3272727272727272,29.0,50.0,-0.4117647058823529,57.0,41.0,0.3809523809523809,54.0,38.0,0.4102564102564102,139.0,229.0,0.3766937669376693,289.0,441.0,0.3953488372093023,462.0,609.0,0.4309701492537313,,,,,,,,,,,,,,1.0,1.0,1.0,226.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,226.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,290.8,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2024-05-16,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.75,0.0,0.5132081300813008,35.3,watchlist,180d+,0,0,0,0.13385979817970522,138.0
ten_091,"Garcia, Humphrey and Baker",enterprise,NAM,Technology,51-200,Jeffrey,sub_ten_091,enterprise,151993.3,2023-11-18,2024-11-17,0,,2024-11-17,140,crm_ten_091,active,trial,1,2023-11-18,NAM,Technology,1,0,140,225,True,2,1,1,0,319.0,28.0,2.0,11.0,16.0,38.0,20.0,34.0,23.0,45.0,47.0,26.0,16.0,22.0,32.0,616.0,55.0,2.0,11.0,47.0,45.0,45.0,68.0,60.0,81.0,79.0,49.0,32.0,54.0,56.0,965.0,84.0,2.0,11.0,71.0,73.0,84.0,91.0,96.0,123.0,118.0,79.0,43.0,93.0,94.0,463.0,2.0,502.0,2.0,-0.0775347912524851,0.0,169.0,2.0,220.0,2.0,-0.2307692307692307,0.0,39.0,32.0,0.2121212121212121,43.0,30.0,0.4193548387096774,25.0,59.0,-0.5666666666666667,55.0,36.0,0.5135135135135135,41.0,55.0,-0.25,63.0,60.0,0.0491803278688524,53.0,65.0,-0.1818181818181818,33.0,46.0,-0.2765957446808511,29.0,14.0,1.0,31.0,62.0,-0.492063492063492,51.0,43.0,0.1818181818181818,119.0,200.0,0.371875,236.0,380.0,0.3824959481361426,389.0,576.0,0.4026915113871636,2.0,2.0,2.0,157.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,157.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,3.0,186.8,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,7.0,4.0,207.42857142857144,5.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2024-06-23,7.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.6,0.2,0.0,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4268291666666666,34.7,watchlist,91-180d,0,0,0,0.1700540605758417,84.0
ten_092,Newton and Sons,business,EMEA,Retail,201-1000,Jill,sub_ten_092,business,39142.44,2023-03-15,2024-03-14,0,,2025-03-14,257,crm_ten_092,at-risk,inbound,1,2023-03-15,EMEA,Retail,1,0,257,473,False,7,2,2,3,11.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,101.0,3.0,6.0,10.0,14.0,11.0,14.0,0.0,8.0,10.0,19.0,1.0,10.0,10.0,4.0,205.0,5.0,7.0,11.0,17.0,18.0,28.0,1.0,21.0,20.0,42.0,9.0,13.0,10.0,26.0,101.0,6.0,104.0,6.0,-0.0285714285714285,0.0,53.0,6.0,37.0,5.0,0.4210526315789473,0.1666666666666666,14.0,3.0,2.75,11.0,7.0,0.5,14.0,14.0,0.0,,1.0,-0.5,8.0,13.0,-0.3571428571428571,10.0,10.0,0.0,19.0,23.0,-0.1666666666666666,1.0,8.0,-0.7777777777777778,10.0,3.0,1.75,10.0,,10.0,4.0,22.0,-0.782608695652174,10.0,1.0,0.8333333333333334,53.0,48.0,0.5196078431372549,90.0,115.0,0.4368932038834951,1.0,1.0,1.0,-101.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,-76.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,-76.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,9.0,3.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,2.0,2024-06-23,7.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.25,0.75,0.875,0.25,0.5723,64.0,stable,180d+,0,0,0,0.08571711258143258,241.0
ten_093,Campbell-Clark,business,NAM,Government,51-200,Christopher,sub_ten_093,business,25423.38,2023-06-06,2024-06-05,0,,2025-06-05,340,crm_ten_093,active,partner,1,2023-06-06,NAM,Government,1,0,340,390,False,6,2,3,1,679.0,16.0,6.0,11.0,90.0,75.0,70.0,36.0,56.0,53.0,43.0,72.0,77.0,63.0,44.0,1324.0,34.0,6.0,11.0,135.0,126.0,150.0,87.0,112.0,121.0,103.0,145.0,117.0,125.0,103.0,1889.0,50.0,6.0,11.0,166.0,192.0,188.0,142.0,151.0,156.0,169.0,211.0,164.0,175.0,175.0,906.0,6.0,983.0,6.0,-0.0782520325203252,0.0,438.0,6.0,432.0,6.0,0.0138568129330254,0.0,105.0,61.0,0.7096774193548387,98.0,94.0,0.0421052631578947,88.0,100.0,-0.1188118811881188,55.0,87.0,-0.3636363636363636,62.0,89.0,-0.3,58.0,98.0,-0.404040404040404,72.0,97.0,-0.2551020408163265,105.0,106.0,-0.0093457943925233,95.0,69.0,0.3714285714285714,95.0,80.0,0.1851851851851851,73.0,102.0,-0.2815533980582524,341.0,338.0,0.5014705882352941,630.0,694.0,0.4754716981132075,870.0,1019.0,0.4603174603174603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,4.0,104.14285714285714,4.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2024-03-25,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.6924983193277311,54.5,stable,180d+,0,0,0,0.06800717159361279,284.0
ten_094,Harris-Walters,business,NAM,Government,1-50,Jeffrey,sub_ten_094,business,29458.74,2023-08-11,2024-08-10,0,,2024-08-10,41,crm_ten_094,at-risk,inbound,1,2023-08-11,NAM,Government,1,0,41,324,True,1,0,1,0,142.0,12.0,1.0,11.0,8.0,23.0,21.0,30.0,3.0,12.0,12.0,11.0,1.0,12.0,9.0,430.0,37.0,1.0,11.0,47.0,54.0,40.0,57.0,24.0,29.0,25.0,56.0,27.0,36.0,35.0,647.0,59.0,1.0,11.0,71.0,66.0,62.0,68.0,44.0,35.0,44.0,92.0,48.0,49.0,68.0,295.0,1.0,352.0,1.0,-0.1614730878186968,0.0,136.0,1.0,133.0,1.0,0.0223880597014925,0.0,23.0,48.0,-0.5102040816326531,42.0,24.0,0.72,33.0,29.0,0.1333333333333333,48.0,20.0,1.3333333333333333,17.0,27.0,-0.3571428571428571,24.0,11.0,1.0833333333333333,14.0,30.0,-0.5161290322580645,32.0,60.0,-0.4590163934426229,23.0,25.0,-0.0769230769230769,21.0,28.0,-0.2413793103448276,18.0,50.0,-0.6274509803921569,60.0,82.0,0.4195804195804196,181.0,249.0,0.419953596287703,269.0,378.0,0.4151234567901234,1.0,1.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,105.4,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,9.0,4.0,137.55555555555554,5.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,2024-06-09,21.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.4,0.4,0.2,0.0,0.5,0.5,0.5,0.0,0.3381741258741259,55.5,stable,31-90d,0,0,0,0.10237039888745837,205.0
ten_095,Wagner-King,enterprise,NAM,Finance,1000+,Jill,sub_ten_095,enterprise,158346.54,2023-10-23,2024-10-22,0,,2024-10-22,114,crm_ten_095,at-risk,referral,1,2023-10-23,NAM,Finance,1,0,114,251,True,18,3,10,5,3352.0,28.0,18.0,11.0,276.0,318.0,303.0,243.0,310.0,277.0,387.0,305.0,294.0,330.0,309.0,6695.0,58.0,18.0,11.0,620.0,609.0,685.0,482.0,547.0,557.0,638.0,685.0,565.0,658.0,649.0,10259.0,88.0,18.0,11.0,1028.0,884.0,965.0,823.0,876.0,892.0,967.0,996.0,856.0,1015.0,957.0,5056.0,18.0,5203.0,18.0,-0.0282475019215987,0.0,2313.0,18.0,2283.0,18.0,0.0131348511383537,0.0,468.0,560.0,-0.1639928698752228,458.0,426.0,0.0749414519906323,511.0,454.0,0.1252747252747252,375.0,448.0,-0.1625835189309576,436.0,440.0,-0.0090702947845804,420.0,472.0,-0.1099365750528541,473.0,494.0,-0.0424242424242424,502.0,494.0,0.0161616161616161,422.0,434.0,-0.0275862068965517,486.0,529.0,-0.0811320754716981,505.0,452.0,0.1169977924944812,1555.0,1797.0,0.4637637936176558,3064.0,3631.0,0.4575866188769414,4596.0,5663.0,0.447953216374269,1.0,1.0,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,151.66666666666666,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,166.2,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,8.0,8.0,4.0,192.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2024-06-22,8.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.4,0.2,0.0,0.4,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.1578947368421052,0.8078765065063493,54.4,stable,91-180d,0,0,0,0.29984656781280533,14.0
ten_096,Davis Group,business,NAM,Legal,1000+,Joshua,sub_ten_096,business,34609.0,2023-04-01,2024-03-31,0,,2025-03-31,274,crm_ten_096,active,outbound,1,2023-04-01,NAM,Legal,1,0,274,456,False,11,4,6,1,1046.0,16.0,11.0,11.0,112.0,86.0,96.0,90.0,82.0,137.0,96.0,84.0,78.0,101.0,84.0,1835.0,27.0,11.0,11.0,189.0,142.0,146.0,139.0,195.0,216.0,164.0,175.0,158.0,159.0,152.0,2995.0,41.0,11.0,11.0,279.0,228.0,233.0,240.0,322.0,357.0,274.0,296.0,262.0,268.0,236.0,1463.0,11.0,1532.0,11.0,-0.0450097847358121,0.0,625.0,11.0,688.0,11.0,-0.0914368650217706,0.0,140.0,139.0,0.0071428571428571,120.0,108.0,0.110091743119266,123.0,110.0,0.1171171171171171,120.0,120.0,0.0,114.0,208.0,-0.4497607655502392,169.0,188.0,-0.1005291005291005,142.0,132.0,0.075187969924812,135.0,161.0,-0.1604938271604938,131.0,131.0,0.0,137.0,131.0,0.0454545454545454,132.0,104.0,0.2666666666666666,443.0,603.0,0.4231136580706781,800.0,1035.0,0.4357298474945534,1313.0,1682.0,0.4382510013351134,,,,,,,,,,,,,,1.0,1.0,1.0,-56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,25.5,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2024-05-26,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.3333333333333333,0.7657007640878701,42.0,watchlist,180d+,0,0,0,0.07238082620374668,271.0
ten_097,Williams-Cook,enterprise,LATAM,Legal,51-200,Erica,sub_ten_097,enterprise,105536.82,2023-09-10,2024-09-09,0,,2024-09-09,71,crm_ten_097,onboarding,inbound,1,2023-09-10,LATAM,Legal,1,0,71,294,True,4,0,1,3,686.0,28.0,4.0,11.0,43.0,52.0,59.0,47.0,64.0,94.0,37.0,76.0,64.0,93.0,57.0,1268.0,56.0,4.0,11.0,117.0,114.0,119.0,127.0,130.0,124.0,64.0,112.0,106.0,150.0,105.0,1893.0,85.0,4.0,11.0,161.0,157.0,197.0,176.0,201.0,163.0,131.0,173.0,159.0,229.0,146.0,1024.0,4.0,869.0,4.0,0.1781609195402299,0.0,501.0,4.0,442.0,4.0,0.1331828442437923,0.0,90.0,71.0,0.2638888888888889,83.0,74.0,0.12,107.0,90.0,0.1868131868131868,90.0,86.0,0.0459770114942528,84.0,117.0,-0.2796610169491525,111.0,52.0,1.1132075471698113,53.0,78.0,-0.3164556962025316,93.0,80.0,0.1604938271604938,90.0,69.0,0.3,137.0,92.0,0.4838709677419355,86.0,60.0,0.4262295081967213,332.0,354.0,0.4832605531295487,619.0,649.0,0.4877856579984239,943.0,950.0,0.4978880675818374,3.0,2.0,1.0,85.33333333333333,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,2.0,93.5,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,6.0,5.0,3.0,112.83333333333331,3.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,18.0,15.0,5.0,168.88888888888889,7.0,6.0,1.0,4.0,3.0,1.0,7.0,6.0,1.0,2024-06-21,9.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.8,0.8,0.8,0.0,0.6071781659388646,62.2,stable,31-90d,0,0,0,0.19162234725971244,63.0
ten_098,Walsh LLC,starter,EMEA,Legal,1-50,Patricia,sub_ten_098,starter,3153.12,2023-03-25,2024-03-24,0,,2025-03-24,267,crm_ten_098,at-risk,partner,1,2023-03-25,EMEA,Legal,1,0,267,463,False,2,0,2,0,19.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,36.0,3.0,1.0,7.0,0.0,0.0,5.0,0.0,5.0,6.0,7.0,6.0,0.0,3.0,4.0,55.0,5.0,2.0,7.0,0.0,0.0,5.0,0.0,5.0,6.0,15.0,17.0,0.0,3.0,4.0,36.0,1.0,19.0,2.0,0.85,-0.3333333333333333,13.0,1.0,,,13.0,1.0,,,0.0,,,0.0,5.0,,5.0,,,0.0,5.0,,5.0,6.0,,6.0,7.0,8.0,-0.1111111111111111,6.0,11.0,-0.4166666666666667,,,0.0,3.0,,3.0,4.0,,4.0,8.0,11.0,0.4,13.0,23.0,0.3513513513513513,13.0,42.0,0.2321428571428571,1.0,1.0,1.0,-94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,-42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-06-26,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3019333333333333,64.1,stable,180d+,0,0,0,0.051964370095742576,351.0
ten_100,"Patterson, Smith and Jones",enterprise,NAM,Legal,51-200,Jeffrey,sub_ten_100,enterprise,156890.39,2023-01-02,2024-01-02,0,,2025-01-01,185,crm_ten_100,at-risk,inbound,1,2023-01-02,NAM,Legal,1,0,185,545,False,6,0,6,0,798.0,21.0,6.0,11.0,82.0,93.0,121.0,87.0,45.0,59.0,32.0,46.0,101.0,83.0,49.0,1395.0,41.0,6.0,11.0,133.0,133.0,194.0,138.0,124.0,89.0,108.0,95.0,143.0,118.0,120.0,2209.0,63.0,6.0,11.0,190.0,214.0,284.0,192.0,189.0,169.0,192.0,175.0,223.0,201.0,180.0,1098.0,6.0,1111.0,6.0,-0.0116906474820143,0.0,576.0,6.0,535.0,6.0,0.0764925373134328,0.0,121.0,69.0,0.7428571428571429,111.0,103.0,0.0769230769230769,163.0,121.0,0.3442622950819672,122.0,70.0,0.7323943661971831,67.0,122.0,-0.4471544715447154,74.0,95.0,-0.21875,60.0,132.0,-0.5413533834586466,73.0,102.0,-0.2815533980582524,135.0,88.0,0.5280898876404494,100.0,101.0,-0.0098039215686274,72.0,108.0,-0.3302752293577982,443.0,355.0,0.5544430538172715,712.0,683.0,0.5100286532951289,1111.0,1098.0,0.5027149321266968,2.0,2.0,2.0,-175.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,-165.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,6.0,4.0,-135.83333333333334,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,19.0,19.0,5.0,-70.63157894736842,9.0,4.0,3.0,3.0,3.0,6.0,4.0,2.0,4.0,2024-06-28,2.0,0.5,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.1666666666666666,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.7083900590023243,59.6,stable,180d+,0,0,0,0.039939510365198196,402.0
ten_101,"Mckee, Gardner and Davenport",starter,NAM,Finance,1-50,Joshua,sub_ten_101,starter,6882.96,2023-09-14,2024-09-13,0,,2024-09-13,75,crm_ten_101,at-risk,partner,0,2023-09-14,NAM,Finance,1,0,75,290,True,1,0,1,0,287.0,23.0,1.0,11.0,23.0,25.0,27.0,17.0,11.0,34.0,9.0,37.0,29.0,23.0,52.0,477.0,42.0,1.0,11.0,54.0,31.0,43.0,26.0,27.0,42.0,29.0,50.0,61.0,48.0,66.0,829.0,70.0,1.0,11.0,91.0,95.0,65.0,62.0,58.0,51.0,49.0,89.0,100.0,64.0,105.0,374.0,1.0,455.0,1.0,-0.1776315789473684,0.0,141.0,1.0,241.0,1.0,-0.4132231404958678,0.0,45.0,46.0,-0.0212765957446808,29.0,66.0,-0.5522388059701493,27.0,38.0,-0.282051282051282,24.0,38.0,-0.358974358974359,21.0,37.0,-0.4210526315789473,38.0,13.0,1.7857142857142858,16.0,33.0,-0.5,46.0,43.0,0.0681818181818181,29.0,71.0,-0.5833333333333334,35.0,29.0,0.2,64.0,41.0,0.5476190476190477,115.0,172.0,0.3993055555555556,210.0,267.0,0.4393305439330544,382.0,447.0,0.4602409638554217,1.0,1.0,1.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,186.4,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2024-06-26,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.3320916666666667,28.0,watchlist,31-90d,1,0,0,0.38991934501399667,4.0
ten_102,"Tran, Jordan and Williams",enterprise,EMEA,Technology,201-1000,Jill,sub_ten_102,enterprise,105831.32,2023-12-25,2024-12-24,1,2024-09-25,2024-12-24,177,crm_ten_102,churned,trial,1,2023-12-25,EMEA,Technology,1,1,177,188,True,6,2,4,0,1083.0,29.0,6.0,11.0,89.0,124.0,125.0,73.0,89.0,98.0,102.0,81.0,135.0,69.0,98.0,2042.0,59.0,6.0,11.0,211.0,190.0,220.0,137.0,186.0,189.0,168.0,157.0,273.0,128.0,183.0,3176.0,89.0,6.0,11.0,303.0,289.0,330.0,237.0,291.0,282.0,279.0,265.0,375.0,226.0,299.0,1641.0,6.0,1535.0,6.0,0.0690104166666666,0.0,794.0,6.0,717.0,6.0,0.107242339832869,0.0,175.0,128.0,0.3643410852713178,159.0,130.0,0.2213740458015267,166.0,164.0,0.0121212121212121,121.0,116.0,0.0427350427350427,133.0,158.0,-0.1572327044025157,159.0,123.0,0.2903225806451613,132.0,147.0,-0.1013513513513513,119.0,146.0,-0.1836734693877551,216.0,159.0,0.35625,120.0,106.0,0.1308411214953271,141.0,158.0,-0.1069182389937107,542.0,541.0,0.5,997.0,1045.0,0.4880078316201664,1511.0,1665.0,0.4756059175322631,2.0,2.0,2.0,194.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,206.4,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,3.0,206.4,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,13.0,13.0,5.0,279.9230769230769,2.0,4.0,1.0,6.0,2.0,2.0,7.0,1.0,1.0,2024-06-23,7.0,0.0,0.5,0.0,0.5,0.2,0.2,0.0,0.6,0.2,0.2,0.0,0.6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.6920571428571429,60.1,stable,91-180d,0,0,0,0.2839957797042889,18.0
